neck_angle,shoulder_tilt,spine_angle,forward_head_ratio,hip_shoulder_alignment,ear_shoulder_distance,shoulder_symmetry,torso_lean,label,posture_class
168.4413,20.7387,161.4723,0.0546,171.2845,0.1183,0.7836,18.6188,3,Lateral Tilt
136.4472,2.0406,166.2694,0.4093,171.0137,0.3568,0.9402,1.3035,2,Forward Head
148.8361,7.1868,139.4612,0.1236,150.4072,0.2215,0.9414,12.9627,1,Slouching
131.492,1.6399,150.3673,0.1742,151.865,0.1593,0.8589,13.1337,1,Slouching
133.7295,1.3889,167.1395,0.3771,175.9774,0.3651,0.925,6.0861,2,Forward Head
147.3619,4.2853,141.7159,0.2228,164.4175,0.2055,0.8078,13.195,1,Slouching
129.2614,4.9363,147.3483,0.16,152.3866,0.205,0.9606,16.9087,1,Slouching
172.2392,3.6212,177.5018,0.0592,177.7895,0.0868,0.9843,2.3115,0,Good Posture
119.6289,0.3211,168.5408,0.2837,166.6187,0.3059,0.9552,6.0557,2,Forward Head
146.832,0.0,149.826,0.1619,160.1093,0.2423,0.9147,15.7404,1,Slouching
141.1533,7.0885,140.8585,0.1465,172.3595,0.1431,0.8259,18.9179,1,Slouching
133.1209,0.0,165.1182,0.3206,173.6415,0.3807,0.9357,5.8116,2,Forward Head
124.494,3.6647,160.978,0.3227,168.4571,0.2888,0.907,6.4643,2,Forward Head
133.2289,1.1513,166.196,0.3147,168.9098,0.3171,0.8946,6.2618,2,Forward Head
143.5277,0.0,143.2257,0.1888,149.9488,0.2021,0.8698,16.8022,1,Slouching
169.2684,4.0623,173.0621,0.034,176.5518,0.1009,0.9812,4.437,0,Good Posture
170.3073,0.0755,177.9888,0.0401,173.3303,0.1114,0.995,3.2753,0,Good Posture
125.6104,2.9182,167.4141,0.3503,167.7687,0.333,0.9227,5.5903,2,Forward Head
170.388,2.8927,172.5453,0.0918,174.9819,0.0957,0.9916,3.1875,0,Good Posture
123.6405,4.2082,161.5313,0.3173,169.4798,0.2833,0.8966,4.0698,2,Forward Head
169.4858,0.0,173.3538,0.0519,178.4796,0.0994,0.9927,0.7007,0,Good Posture
162.521,1.4172,175.5713,0.059,176.4706,0.1207,0.9551,1.0126,0,Good Posture
177.9827,6.6649,176.8202,0.0463,179.6035,0.1378,0.9768,4.6928,0,Good Posture
137.2824,9.8854,142.7249,0.2136,160.4315,0.1945,0.8792,13.2955,1,Slouching
170.2907,1.3828,174.7323,0.0492,172.8064,0.1499,0.9804,2.6645,0,Good Posture
138.6729,5.102,134.0798,0.1781,159.151,0.2198,0.9001,17.0739,1,Slouching
124.6814,1.58,168.52,0.2468,173.685,0.3623,0.956,1.4632,2,Forward Head
144.2605,3.2942,170.0421,0.3101,174.1215,0.314,0.939,6.8114,2,Forward Head
134.5873,0.0,144.0009,0.1506,156.7493,0.1821,0.892,16.8376,1,Slouching
138.4458,3.5381,164.3994,0.2793,173.1455,0.3106,0.9682,1.9405,2,Forward Head
168.4341,16.0084,152.5381,0.0998,162.4153,0.1086,0.8213,16.2642,3,Lateral Tilt
145.1026,6.4395,142.8508,0.0765,151.5378,0.2318,0.8881,13.7681,1,Slouching
169.0442,0.6387,173.2697,0.0651,179.5028,0.1004,0.981,3.1271,0,Good Posture
170.2409,5.6949,174.4229,0.056,177.8959,0.0966,0.9914,3.1279,0,Good Posture
117.6925,2.4978,164.1114,0.304,177.7367,0.233,0.916,3.8946,2,Forward Head
131.6648,3.9593,166.2708,0.3116,168.2905,0.3844,0.921,7.2577,2,Forward Head
154.996,1.0017,142.2045,0.1191,158.0332,0.2492,0.8761,3.0485,1,Slouching
171.814,0.5266,175.177,0.0589,176.9724,0.1234,0.9704,1.6901,0,Good Posture
178.246,3.8125,178.0722,0.0619,180.3351,0.109,0.9718,1.9949,0,Good Posture
137.8372,8.1886,163.7026,0.1156,159.2737,0.1709,0.9416,8.6737,1,Slouching
171.4691,4.7573,174.3296,0.043,177.9417,0.1139,0.988,0.0,0,Good Posture
156.1363,5.3334,155.5456,0.0957,151.4539,0.1885,0.8954,15.4205,1,Slouching
112.4373,1.4625,166.1639,0.3291,172.8749,0.3117,0.9396,3.044,2,Forward Head
137.9617,3.7989,169.2419,0.2436,167.3722,0.3361,0.8991,3.9362,2,Forward Head
174.3271,0.0317,176.8662,0.0766,179.1604,0.1418,1.0,3.5356,0,Good Posture
156.1278,0.9321,143.4337,0.1083,159.5634,0.1867,0.8793,19.266,1,Slouching
165.8825,0.0,170.4329,0.0723,176.1122,0.1507,0.9746,0.0,0,Good Posture
128.7249,3.5624,166.908,0.3293,173.1248,0.4116,0.8941,4.7551,2,Forward Head
166.4587,19.0706,167.4457,0.0817,167.997,0.1759,0.871,10.4622,3,Lateral Tilt
165.4167,16.3331,163.3425,0.0824,168.2026,0.1628,0.7728,16.2506,3,Lateral Tilt
141.0245,4.4523,137.0803,0.1486,148.512,0.1554,0.9103,16.0637,1,Slouching
163.783,18.5762,171.4897,0.0994,171.5063,0.1617,0.7708,19.5941,3,Lateral Tilt
127.5629,2.8501,166.5255,0.3404,176.4788,0.3342,0.9298,4.9173,2,Forward Head
170.0835,2.3461,171.2195,0.0377,176.8744,0.1136,0.9928,2.8365,0,Good Posture
125.5868,6.2742,164.8794,0.3368,169.7633,0.297,0.9709,4.2399,2,Forward Head
171.2923,1.6215,174.1246,0.0187,180.6493,0.1184,0.9782,6.7897,0,Good Posture
165.5865,0.0,176.1657,0.0999,177.9818,0.1368,0.9808,1.8517,0,Good Posture
136.1745,7.4617,146.4745,0.1332,139.7626,0.2578,0.8509,12.0436,1,Slouching
152.2032,6.3537,154.4679,0.1029,168.3378,0.2609,0.9294,23.909,1,Slouching
143.6529,4.022,148.1229,0.1438,152.4369,0.1288,0.8624,17.3833,1,Slouching
170.8741,8.6051,163.361,0.0788,168.0795,0.1454,0.8166,17.823,3,Lateral Tilt
133.4242,0.6404,167.8826,0.3198,172.1321,0.3873,0.9632,4.985,2,Forward Head
141.0984,8.223,148.9712,0.233,164.441,0.2458,0.8445,18.8193,1,Slouching
160.0357,15.2538,163.7646,0.0461,165.546,0.1061,0.7725,12.6345,3,Lateral Tilt
124.7276,2.7728,165.8263,0.3632,173.05,0.2808,0.9259,7.2424,2,Forward Head
103.1434,5.4737,165.8385,0.2599,170.4062,0.2977,0.9584,1.8811,2,Forward Head
161.0734,27.7448,168.6783,0.1078,173.886,0.195,0.6737,11.8506,3,Lateral Tilt
126.5933,4.8872,170.826,0.299,169.8162,0.2525,0.9826,6.1842,2,Forward Head
170.0969,4.1183,174.7611,0.059,174.8128,0.1286,0.9781,3.4786,0,Good Posture
174.6527,2.0153,172.0555,0.0592,178.5972,0.108,0.9807,1.422,0,Good Posture
140.5819,1.7086,163.3353,0.2247,145.7035,0.2633,0.884,15.6459,1,Slouching
137.0664,3.1014,146.5146,0.1619,145.4861,0.2422,0.9229,11.4764,1,Slouching
158.5925,14.2559,168.3164,0.1581,170.3879,0.1125,0.758,18.1579,3,Lateral Tilt
159.4088,22.1096,173.4038,0.0799,163.91,0.1437,0.747,14.9163,3,Lateral Tilt
160.8857,32.8475,172.3369,0.0561,168.1001,0.1626,0.827,20.2117,3,Lateral Tilt
167.0669,18.2731,168.2866,0.0894,173.304,0.167,0.7189,12.5702,3,Lateral Tilt
167.841,0.8325,175.5875,0.0304,179.2248,0.0859,0.9903,2.7089,0,Good Posture
164.5874,9.474,160.8259,0.0901,165.2849,0.1191,0.7755,19.718,3,Lateral Tilt
138.3095,1.0704,166.3415,0.2638,173.2578,0.3021,0.9619,3.138,2,Forward Head
140.2871,2.1932,143.5767,0.1135,151.6606,0.2138,0.9139,10.5108,1,Slouching
169.219,19.5804,161.6473,0.0755,157.2321,0.1467,0.801,18.6675,3,Lateral Tilt
144.4938,3.0208,152.8708,0.155,151.1876,0.1478,0.8643,6.7931,1,Slouching
174.4038,4.9375,171.3114,0.0599,176.6041,0.1179,1.0,0.0,0,Good Posture
169.3549,2.6061,180.0,0.0535,178.7727,0.1185,0.9608,1.9602,0,Good Posture
170.7008,6.4779,176.1024,0.0437,180.7654,0.1297,0.9842,2.9103,0,Good Posture
149.0562,4.8278,133.8364,0.1217,152.898,0.1362,0.8704,18.2617,1,Slouching
174.1669,2.8753,174.6114,0.0616,175.8793,0.1371,0.9965,3.6059,0,Good Posture
169.8031,21.9575,164.1409,0.0756,179.7455,0.1685,0.7247,18.4999,3,Lateral Tilt
165.1612,2.8999,179.5923,0.0744,177.3597,0.1498,0.9815,1.4944,0,Good Posture
133.9779,5.1728,169.3335,0.1754,170.0034,0.3799,0.9158,4.5531,2,Forward Head
166.1013,3.1806,178.4758,0.0336,180.8901,0.1283,0.9882,4.8452,0,Good Posture
138.871,1.6158,147.4792,0.0991,151.683,0.1602,0.922,24.0072,1,Slouching
168.3671,18.809,166.7336,0.0699,170.4812,0.1845,0.8223,22.0477,3,Lateral Tilt
130.4823,2.7348,172.708,0.2344,174.1456,0.2364,0.9148,2.5747,2,Forward Head
161.9652,24.6756,158.2087,0.0772,172.8346,0.1183,0.7986,20.7167,3,Lateral Tilt
137.7436,3.4014,169.029,0.2828,169.0023,0.3369,0.9236,8.6335,2,Forward Head
159.0331,8.8341,170.0898,0.0411,167.1066,0.1626,0.7431,13.8742,3,Lateral Tilt
138.5586,8.2305,127.6426,0.1022,147.3298,0.1459,0.8367,17.065,1,Slouching
166.291,16.5567,163.5498,0.0927,175.6311,0.163,0.8687,12.7669,3,Lateral Tilt
139.3083,3.8466,141.7118,0.1909,151.9699,0.2833,0.9172,8.6216,1,Slouching
140.6397,0.0,171.0391,0.258,177.4891,0.3271,0.9198,6.3257,2,Forward Head
167.1327,0.0,174.752,0.0476,182.5403,0.1326,0.9698,4.7811,0,Good Posture
124.1648,1.6402,164.8161,0.3096,171.3578,0.2922,0.9528,8.4461,2,Forward Head
138.9691,6.148,153.9995,0.0803,158.2755,0.1889,0.9045,17.295,1,Slouching
162.9692,13.2651,167.2567,0.0446,167.6359,0.1651,0.774,13.2684,3,Lateral Tilt
150.0693,2.9054,158.4294,0.0735,165.4893,0.191,0.9344,15.399,1,Slouching
127.5085,6.2958,168.2733,0.3063,181.2238,0.25,0.9639,8.328,2,Forward Head
147.0576,4.278,145.063,0.137,153.6853,0.2085,0.8603,9.9206,1,Slouching
147.7095,1.0128,163.5183,0.2623,172.1286,0.2337,0.9407,8.3871,2,Forward Head
158.2265,6.8693,146.9189,0.1695,147.0125,0.2649,0.9797,16.9646,1,Slouching
168.9419,0.0,176.9063,0.0252,178.1798,0.1255,0.9936,0.0368,0,Good Posture
169.0184,0.8694,172.3315,0.0337,177.7687,0.1268,0.9828,3.2408,0,Good Posture
171.8899,28.7435,167.6061,0.0175,165.2088,0.1584,0.7547,24.361,3,Lateral Tilt
135.8558,7.4605,144.4825,0.1529,155.5856,0.194,0.9477,14.5814,1,Slouching
116.992,1.9846,159.4927,0.3016,173.0867,0.3995,0.9436,7.0881,2,Forward Head
168.7478,1.9989,171.2488,0.0621,180.647,0.111,0.9753,2.3988,0,Good Posture
115.5214,3.1788,166.2296,0.3004,175.7812,0.2924,0.8838,9.089,2,Forward Head
163.3769,19.1887,165.5154,0.0807,164.2469,0.131,0.7801,11.1246,3,Lateral Tilt
174.8021,2.2105,169.0988,0.0277,177.4425,0.1262,0.9794,3.8285,0,Good Posture
116.7023,2.7435,162.4666,0.3451,175.1366,0.2751,0.917,4.0775,2,Forward Head
162.6226,14.6808,163.7947,0.067,170.7681,0.1526,0.8155,24.2964,3,Lateral Tilt
169.7275,17.603,166.4252,0.0708,172.4936,0.1218,0.7719,21.93,3,Lateral Tilt
159.8818,1.5551,175.724,0.027,179.159,0.1159,0.9976,4.3595,0,Good Posture
138.8158,2.3878,150.7967,0.1679,153.7317,0.1633,0.9037,7.1769,1,Slouching
172.17,13.5668,168.3638,0.0446,175.0216,0.1474,0.837,9.4245,3,Lateral Tilt
176.7357,1.3117,178.236,0.0492,177.4821,0.1377,0.9865,0.0,0,Good Posture
129.591,4.6528,163.7359,0.2974,179.648,0.3782,0.9805,5.0489,2,Forward Head
128.4225,6.3333,165.2867,0.2693,178.0981,0.2978,0.988,6.7837,2,Forward Head
164.4601,17.4351,169.4723,0.09,162.0709,0.1303,0.8197,20.5513,3,Lateral Tilt
171.3045,0.1233,177.7721,0.0463,176.4318,0.141,0.973,0.0,0,Good Posture
163.8134,23.1398,163.0398,0.0808,170.1068,0.1095,0.8174,26.1856,3,Lateral Tilt
177.2372,1.6729,172.4571,0.037,174.7311,0.1043,0.9763,0.0,0,Good Posture
169.8524,11.7087,168.1828,0.1497,173.3091,0.1824,0.7931,22.8397,3,Lateral Tilt
135.4024,0.0,151.8641,0.1169,138.8521,0.2058,0.9317,14.3897,1,Slouching
169.8394,0.0,175.3843,0.0364,180.5219,0.1069,0.9755,0.0,0,Good Posture
133.0013,4.5409,176.7738,0.3478,171.7728,0.2755,0.9231,3.8146,2,Forward Head
136.7999,0.4095,163.2498,0.3289,171.7426,0.2972,0.9705,5.3749,2,Forward Head
131.5168,3.5913,169.6132,0.2087,170.7939,0.2458,0.9783,4.8783,2,Forward Head
164.3311,13.6978,168.4716,0.1572,170.4991,0.0803,0.7583,18.6125,3,Lateral Tilt
131.3089,2.9115,165.0842,0.2905,172.7212,0.2793,0.8957,8.6111,2,Forward Head
158.3742,28.5254,154.6924,0.056,168.0835,0.129,0.7138,13.2104,3,Lateral Tilt
132.1361,5.2962,169.367,0.2351,161.9166,0.3274,0.9336,3.0461,2,Forward Head
